id;titulo;titulo_ingles;valoracion;generos;tipo
35347;Kemono Friends: Bus-teki;;6.82;Comedy|Fantasy;ONA
35349;Marumofubiyori;Marumofubiyori;6.15;Kids;ONA
35350;SYZ Project;;5.83;Music;Music
35353;Yogen-sha Ikusei Gakuen: Fortune Tellers Academy;;4.65;Fantasy;ONA
35362;Mori no Yousei: Kinoko no Musume;;N/A;Music|Comedy|Fantasy;TV
35363;Kobayashi-san Chi no Maid Dragon: Valentine, Soshite Onsen! - Amari Kitai Shinaide Kudasai;Miss Kobayashi's Dragon Maid Episode 14: Valentine's, and Then Hot Springs! - Please Don't Get Your Hopes Up;7.90;Slice of Life|Comedy|Fantasy;Special
35364;Kkoma Sinseon Tao;Little Wizard Tao;4.75;Kids|Magic;TV
35365;Kkoma Sinseon Tao 2;Little Wizard Tao 2;5.00;Kids|Magic;TV
35366;"Eiga Ensetsu ""Seiji no Rinrika"" Gotou Shinpei 1926";"Film Address ""Ethicization of Politics"" by Shinpei Goto, 1926";4.66;Historical;Movie
35367;Boku no Oldies wa All Color;;4.73;Music|Romance|Seinen;OVA
35368;Two on the Road: Itsumo Futari de;;5.00;Music|Romance;OVA
35369;Seikaisuru Kado: Ninovo;KADO: The Right Answer - Ninovo;6.76;Sci-Fi;ONA
35370;Teekyuu 9;Teekyu 9;6.72;Comedy|Sports;TV
35372;Otoppe;;5.17;Fantasy|Kids|Music;TV
35376;Himouto! Umaru-chan R;;7.48;Comedy|School|Seinen|Slice of Life;TV
35379;Fengshen Bang;The Story of Chinese Gods;4.07;Action|Fantasy|Martial Arts;Movie
35380;Gi(a)rlish Number Shura;;N/A;Comedy|Parody;Unknown
35382;Yuri!!! on Ice: Yuri Plisetsky GPF in Barcelona EX - Welcome to The Madness;"Yuri!!! On ICE: Yuri Plisetsky GPF in Barcelona EX ""Welcome to The Madness""";8.09;Music|Sports;Special
35383;Yousei Land Mukashibanashi;Forest Fairy Five ~Fairy Tale~;4.03;Comedy|Historical|Fantasy;TV
35385;Yukai na Animal Bus 2nd Season;;5.22;Comedy|Kids;TV
35386;Tonpei to Sarukichi;Tonpei and Sarukichi;5.66;Military;Movie
35387;Kekkaku Yobou;Preventing Tuberculosis;5.61;Drama|Historical;Movie
35388;Ameya Tanuki;The Candy Man's Raccoon Dog Dance;4.84;Comedy;Movie
35389;Inaba no Kuni no Usagi-san;The Hare in Inaba;5.32;Adventure;Movie
35390;Osekisho;At the Border Checkpoint;5.29;Kids;Movie
35391;Saru Kani Gassen (1927);Yasuji Murata's Monkey and the Crabs;5.56;Drama;Movie
35394;Oira no Hijouji;My Big Emergency;5.24;Demons|Historical|Military;Movie
35395;Misemono Kenbutsu;At the Circus;4.96;Kids;Movie
35398;Rekkoku Rikugun;Armies of the World;4.38;Military;Movie
35399;Kamishibai Itazura Tanuki no Maki;Rascal Racoon;5.30;Action|Historical|Supernatural;Movie
35400;Kamishibai Kintarou no Maki;Kamishibai Kintaro;5.19;Fantasy|Historical;Movie
35401;Hyaku-nengo no Aru Hi;A Day after a Hundred Years;5.54;Military|Sci-Fi|Supernatural;Movie
35402;An Expression;An Expression;3.76;Dementia;Movie
35403;Manga Revue Haru;"Animated Revue ""Spring""";5.24;Kids;Movie
35404;Felix no Meitantei;Detective Felix in Trouble;4.97;Mystery;Movie
35405;?/Sankaku no Rhythm/Trump no Arasoi;?/Rhythmic Triangles/Fighting Cards;4.69;Dementia;Movie
35406;Propagate;Propagate;4.80;Dementia;Movie
35407;Rhythm;Rhythm;4.42;Dementia;Movie
35408;Futatsu no Sekai;Two Worlds;5.84;Kids;Movie
35409;Denshin Denrei Denwa;Electrical Telegraphy, Electric Bells and Telephones;5.79;Kids;Movie
35410;Ahiru no Ko;The Ugly Duckling;5.90;Kids;Movie
35411;Hortensia Saga: Aoi no Kishidan;;5.87;Game|Fantasy;ONA
35413;Imouto sae Ireba Ii.;A Sister's All You Need;7.53;Comedy|Romance;TV
35416;"Kabuki-bu!: Oogiri ""Chiyocolate-gassen""";;6.08;School;Special
35417;Sin: Nanatsu no Taizai Zange-roku;;5.89;Ecchi|Fantasy;ONA
35418;Sin: Nanatsu no Taizai Zange-roku Specials;;5.91;Ecchi|Fantasy;Special
35419;Jitensha ni Notte.;;4.68;Music;Music
35423;Ribbon;;5.49;Music;Music
35424;Donten ni Warau Gaiden: Shukumei, Soutou no Fuuma;;6.86;Action|Supernatural|Historical;Movie
35425;Donten ni Warau Gaiden: Ouka, Tenbou no Kakehashi;;7.22;Action|Supernatural|Historical;Movie
35427;Animegataris;Anime-Gataris;6.58;Comedy|Parody|School;TV
35432;Yi Wan Nian Yi Hou;10000 Years Later;5.14;Fantasy;Movie
35433;Jakusansei Million Arthur: Forever Kakusansei Million Arthur;;4.94;Comedy|Parody|Ecchi|Fantasy;ONA
35434;Konbini Kareshi;Convenience Store Boy Friends;6.39;Slice of Life|Romance;TV
35442;Niuniu Elise PV;Elise in Wonder Cooking;4.59;Slice of Life;ONA
35443;Nui Nui Hinobori San Kyoudai;The Three Nui Nui Hinobori Brothers;5.13;Slice of Life;ONA
35444;Neko to Mata;;5.67;Supernatural;TV
35446;Residence;;6.95;Hentai|Demons;OVA
35447;100% Pascal-sensei;;5.63;Comedy;ONA
35448;Yo! Daitouryou Trap-kun;Hey, President Trap-kun!;4.16;Comedy|Parody;ONA
35450;Five Fire Fish;;4.68;Dementia;Movie
35452;Hamidashi CoroCoro;;6.00;Comedy|Parody;ONA
35453;Tobidase!! Buddy-kun;;5.06;Game|Parody;ONA
35454;Jii Coro Comic;;3.67;Comedy|Kids|Sci-Fi;ONA
35455;Pa-ri Nezumi-kun;Pa-ri Nezumi-kun;4.62;Comedy|Sports;ONA
35456;Chokotto Kamen feat. Inoue Kikuko;;3.53;Music;Music
35458;Soushin Shoujo Matoi: Kabushiki Gaisha Knight Busters;;6.63;Magic|Supernatural;Special
35459;Boku no Hero Academia: Training of the Dead;;7.57;Action|Comedy|Super Power|School|Shounen;OVA
35465;Mon-Soni!: Senritsu no Lucifer, Tada Hitotsu no Hajimari no Uta;A Rhapsody Called Lucy -The Very First Song-;6.37;Action|Game|Music|Fantasy;ONA
35466;ReLIFE: Kanketsu-hen;;8.31;Romance|School|Slice of Life;Special
35472;Yuuki Yuuna wa Yuushabu Shozoku 2;;6.63;Slice of Life|Comedy|Magic|Fantasy;Movie
35473;Yuuki Yuuna wa Yuushabu Shozoku 3;;6.71;Slice of Life|Comedy|Magic|Fantasy;Movie
35475;Isobe Isobee with Nakata Yasutaka de Sourou;;4.36;Historical|Music|Parody;ONA
35476;Little Charo 4: Eigo de Aruku New York;Little Charo 4: New York Again;6.00;Adventure|Kids;TV
35478;Neko no Robu;;5.50;Comedy|Slice of Life;TV
35480;Karadasagashi;;5.59;Horror|School|Shounen;ONA
35484;Osake wa Fuufu ni Natte kara;Love is Like a Cocktail;6.97;Comedy|Romance|Slice of Life;TV
35488;Dan Fumi no Ohanashi Channel;;6.29;Fantasy|Kids;OVA
35489;Sakai Noriko no Yoiko no Ohanashi Hiroba;;7.67;Fantasy|Kids;OVA
35490;Tanukichi no Ohanashi;;5.36;Historical|Fantasy;Movie
35491;Kaeru wa Kaeru;;4.87;Historical;Movie
35492;Tako no Hone;;5.17;Fantasy|Historical;Movie
35493;Chuukichi wa Kaetta;;5.13;Historical;Movie
35494;Haha wo Tazunete Sanzenri (Special);;5.41;Adventure|Drama;Special
35495;Robinson Crusoe: Mujintou no Bouken;;6.38;Adventure|Drama;Special
35496;Yuurei Yashiki;;5.67;Horror;Special
35497;Hashire Melos;Run, Melos!;4.74;Adventure;Special
35498;Boku to Misaki-sensei;;6.91;Hentai|School;OVA
35499;Teakamamire no Tenshi The Animation;;6.45;Hentai;OVA
35500;Yuri!!! on Ice The Movie: Ice Adolescence;Yuri on Ice the Movie: Ice Adolescence;N/A;Comedy|Sports;Movie
35501;Mahou Shoujo Lyrical Nanoha Picture Drama;;6.00;Comedy|Parody|Magic;Special
35502;Pure Aluminum: Sunoko-tan.;;4.23;Comedy|Music;OVA
35503;Shoujo☆Kageki Revue Starlight;;7.70;Music|School;TV
35504;Velvet Underworld: Fragment Person;;6.67;Action|Music;Music
35505;Velvet Underworld: Alternative;;5.64;Action|Music;Music
35507;Youkoso Jitsuryoku Shijou Shugi no Kyoushitsu e;Classroom of the Elite;7.93;Drama|Psychological|School|Slice of Life;TV
35508;Shampoo Ouji;;7.17;Adventure|Fantasy|Kids;TV
35510;Seizei Ganbare! Mahou Shoujo Kurumi;;6.54;Magic|Parody;ONA
35511;Hoshi Akari no Concert: Seiza ga Kanaderu Yozora;;4.08;Music|Space;Music
35512;Honoo no Haramase Oppai: Ero Appli Gakuen The Animation;;7.40;Harem|Hentai|School;OVA
35513;MAFF x Chobitto Zukan;;3.26;Comedy|Kids;ONA
35514;Sigh;;3.47;Music;Music
35516;Dappys;Dappys;6.30;Music;TV
35517;Caribadix;Caribadix;5.26;Music|Comedy;TV
35519;Mahou no Yousei Persia: Kaiten Mokuba;;6.50;Comedy|Magic;OVA
35520;Geisters Movie: Hikari no Shou;;3.30;Action|Military|Sci-Fi;Movie
35521;Geisters Movie: Inochi no Shou;;4.20;Action|Military|Sci-Fi;Movie
35522;Stella no Mahou Specials;;6.78;Comedy|School|Slice of Life;Special
35525;Yume Hakonda Randoseru;;3.81;Music|Slice of Life|Kids;Music
35526;Kizunakizu;;4.68;Music|Slice of Life;Music
35527;Paperman;;5.46;Game;ONA
35528;Tteodori Kkachi;;6.20;Drama|Sports;Special
35529;Kkachi ae Nalgae;;6.25;Sports|Drama;Special
35530;Mayuge Dance;;3.94;Music;Music
35531;Otsukisama Light;;3.48;Music;Music
35532;Moufu no Hi;;3.29;Music;Music
35533;Nanatsu no Umi;;3.89;Music;Music
35534;Tomoyo;;4.70;Music;Music
35535;Kaiten Mokuba ni Boku to Neko;;4.47;Music;Music
35536;Kaakaa Karasu no Kanzaburou;;3.83;Music;Music
35537;Aotenjou no Clown;;3.13;Music|Kids;Music
35538;Kaiketsu Zorori;Kaiketsu Zorori;6.40;Adventure|Comedy;OVA
35540;Slow Start;Slow Start;7.11;Slice of Life|Comedy|School;TV
35541;Turning Mecard;Turning Mecard;6.22;Game|Adventure|Cars|Kids|Mecha;TV
35542;Turning Mecard W;Turning Mecard W;5.14;Game|Adventure|Cars|Kids|Mecha;TV
35543;Turning Mecard W Season 2;Turning Mecard W Season 2;5.06;Game|Adventure|Cars|Kids|Mecha;TV
35545;Turning Mecard W: Black Mirror ui buhwal;Turning Mecard W: The Revival of Black Mirror;4.82;Game|Adventure|Cars|Kids|Mecha;Movie
35551;Eievui to Colorful Friends;Eevee and Colorful Friends;6.25;Slice of Life;ONA
35552;Pokemon Daisuki Club;;6.25;Music|Comedy;Music
35553;Ape;;5.75;Music;Music
35554;Girl Electric;Girl Electric;5.96;Music;Music
35557;Houseki no Kuni;Land of the Lustrous;8.47;Action|Drama|Fantasy|Mystery|Seinen;TV
35558;Ichigo Chocola Flavor;Strawberry Chocolate Flavor;6.33;Hentai;OVA
35559;Sin: Nanatsu no Taizai - Masani Akuma no Shogyou...;;5.38;Ecchi|Fantasy;Special
35560;Shirome-chan no Uta;;3.71;Comedy|Music;Music
35563;Ore to Issho ni Training;;4.00;Slice of Life;OVA
35567;Gundam Build Fighters: Battlogue;;6.89;Action|Sci-Fi|Mecha;ONA
35573;Tsuma ga Onsen de Circle Nakama no Nikubenki ni Natta no Desu ga... Anime Edition;;5.83;Hentai;OVA
35574;Ganbare!! Tabuchi-kun!! (ONA);;6.43;Comedy|Seinen|Sports;ONA
35575;Nono-chan Theater;;5.71;Comedy;ONA
35576;Anime-ban Little★Nicky: Henachoko Akuma Nicky no NY Taikenki;;5.15;Comedy;ONA
35577;Gerotan;;5.00;Comedy;ONA
35579;Tec & Her Pets;;5.60;Comedy;ONA
35581;Oide yo! Mizuryuu Kei Land;;7.33;Hentai;OVA
35586;Jinryoku Senkan!? Shiokaze Sawakaze;;5.71;Sci-Fi|Mecha|School;ONA
35587;Boku wa Kimi no Namida;;N/A;Music|Kids;Music
35588;Watashi to Kotori to Suzu to;A Bell, a Bird and Me;N/A;Music|Kids;Music
35589;Toji no Miko;Katana Maidens: Toji no Miko;6.94;Action|Fantasy;TV
35590;Aware! Meisaku-kun: DVD Hatsubai Kettei!;;3.56;Comedy|Parody;ONA
35592;Zton Jingai Animation: A Beautiful Greed Nulu Nulu;;6.47;Hentai;OVA
35593;Meiken Lassie: Yume ni Mukatte Hashire!;;7.17;Adventure|Kids|Slice of Life;Special
35594;Ylion to Callysia;;6.10;Action|Fantasy;Movie
35602;Tsuki ga Kirei Recap;Tsukigakirei: First Half - The Road So Far;6.54;Romance|School;Special
35603;Seikaisuru Kado: Ekwari;KADO: The Right Answer – Ekwari;6.12;Sci-Fi;Special
35605;Astareul Hyanghae Chaguchagu;;6.23;No genres have been added yet.;TV
35608;Chuunibyou demo Koi ga Shitai! Movie: Take On Me;;8.31;Slice of Life|Comedy|Drama|Romance|School;Movie
35610;Chizu no Nai Bouken;Adventure Without a Map;5.32;Slice of Life;ONA
35611;FunaQ: Funassyi to Soutai-kun;;4.75;Slice of Life;ONA
35612;Himitsukessha Taka no Tsume x Glass no Kamen Desu ga;;3.86;Comedy|Parody;ONA
35616;Santa no Yama Yousei no Mori;;7.00;Fantasy|Kids;OVA
35617;Magical Maho;;4.67;Kids|Magic|Music;OVA
35618;Li'l Chillun';Li'l Chillun';6.07;Kids|Fantasy;OVA
35619;Nanatsuko Nezumi Series;;3.67;Kids|Slice of Life;OVA
35621;Line Rangers;LINE Rangers;6.60;Game|Fantasy;ONA
35623;Si Ling Bianma: Zhi Shijie Caozong Zhe Recap;Order Designer Recap;4.30;No genres have been added yet.;ONA
35624;Neko ga Kureta Marui Shiawase;;6.26;Slice of Life|Comedy;ONA
35625;Rara Maji;Rara Maji;5.96;Fantasy|Game|Magic|Music;ONA
35626;Yao Shen Ji;;7.54;Action|Adventure|Demons|Romance|Martial Arts|Fantasy;ONA
35627;Honoo no Alpenrose: Sweet Memory Ongaku-hen;;5.27;Drama|Historical|Music|Romance|Shoujo;OVA
35628;Honoo no Alpenrose: Ai no Symphony Ongaku-hen;;5.42;Drama|Historical|Music|Romance|Shoujo;OVA
35629;Skirt no Naka wa Kedamono Deshita.;A Predator in a Skirt;5.44;Hentai|Drama|Romance|Ecchi;TV
35631;Mahouka x Mameshiba;;5.40;Comedy|Parody;ONA
35632;"""Kinako"" x Mameshiba Movie";;5.21;Comedy|Parody;Special
35633;Sprin' Pan: Mae e Susumou!;Sprin' Pan: Let's Go Forward!;N/A;Adventure|Fantasy;Movie
35635;Mon-Soni! D'Artagnan no Idol Sengen;MSonic!;5.91;Action|Game|Music|Fantasy;ONA
35639;Just Because!;Just Because!;7.39;Slice of Life|Drama|Romance|School;TV
35641;Vary Peri;;6.71;Adventure|Comedy|Kids|Magic;TV
35642;Lei Su Deng Shandian Chong Xian;Race-Tin: Flash & Dash;4.57;Cars|Kids;TV
35643;Blazing Teens 5;Blazing Teens 5: Legendary Warriors;5.63;Action|Sci-Fi|Comedy|Sports|Kids|Shounen;TV
35645;Uta no☆Prince-sama♪ Maji Love Kingdom Movie;;N/A;Harem|Music|Comedy|Romance|Shoujo;Movie
35648;BraFro x Taka no Tsume: Brave Funding Prologue;;3.46;Parody;ONA
35650;Hua Jianghu Zhi Bei Mo Ting;A Portrait of Jianghu: Mourning Toast;7.11;Adventure|Romance|Martial Arts|Fantasy;ONA
35651;Aozora Under Girls!;Aozora Under Girls;5.69;Music;ONA
35652;Crayon Shin-chan Gaiden: O-o-o no Shinnosuke;;6.49;Comedy|Parody|Supernatural|Seinen;ONA
35654;No Doubt;;7.39;Action|Music;Music
35656;Oshiri Tantei;;5.19;Mystery|Comedy|Kids|Fantasy;TV
35658;Kuroko no Basket: Last Game NG-shuu;;7.80;Comedy|Sports|Shounen;Special
35663;My Wish;My Wish;4.53;Music;Music
35666;Chameleon;;4.26;Music|Kids;Music
35667;Ame no Ten Ten;;5.60;Music;Music
35668;Okaasan no Kao;;4.13;Music;Music
35669;Saraba Jamaica;;4.07;Music;Music
35670;Chiisai Aki Mitsuketa;;3.50;Music|Kids;Music
35671;Chiisai Aki Mitsuketa (1982);;4.15;Music|Kids;Music
35672;Yama no Susume: Third Season;Encouragement of Climb Season 3;7.56;Adventure|Comedy|Slice of Life;TV
35673;Yama no Susume: Omoide Present;"Encouragement of Climb: ""Omoide"" Present";7.39;Adventure|Comedy|Slice of Life;OVA
35676;Berserk: Majo no Tsuisou;Berserk: Recollections of the Witch;5.80;Action|Adventure|Demons|Drama|Fantasy|Horror|Magic|Supernatural;Special
35677;Liz to Aoi Tori;;8.30;Drama|Music|School;Movie
35678;Hibike! Euphonium Movie 3: Chikai no Finale;;N/A;Drama|Music|School;Movie
35680;Time Driver: Bokura ga Kaita Mirai;;6.22;No genres have been added yet.;Movie
35681;Engimon;;5.67;No genres have been added yet.;Movie
35682;Milky Panic twelve;;6.17;No genres have been added yet.;Movie
35683;Midnight Crazy Trail;;6.85;No genres have been added yet.;Movie
35684;Project Tokyo Dolls: Episode 0;;5.88;Action|Fantasy;ONA
35686;Doraemon (2005) Specials;;6.37;Comedy|Seinen;Special
35690;Lu Lin Da Mao Xian Zhi Tang Guo Shi Jie;Jungle Master 2: Candy Planet;5.50;Adventure|Fantasy|Kids;Movie
35691;Chao Wa Zhanshi;AniMen: Triton Force;5.38;Action|Mecha|Military|Sci-Fi|Space;Movie
35694;Kirin the Noop;Kirin the Noop;5.11;Adventure;TV
35695;Keito no Yousei: Knit to Wool;;4.43;Kids|Fantasy;TV
35696;Konigiri-kun;;4.50;Kids;TV
35697;Beads no Mori no Rabi;;3.50;Kids|Magic;TV
35698;Oidon to;;4.00;Sports|Kids;TV
35699;Mono-darake!;Monodarake!;4.60;Kids;TV
35700;Korogashi-ya no Pun;;4.07;Kids;TV
35701;Shammy to Kage Boy;;4.70;Kids;Special
35702;Cake Sushi;;3.92;Comedy;ONA
35703;Mori no Hito to Shoutengu-chan;;3.33;Kids|Supernatural;Special
35704;NoisyCell x Ponkotsu Quest;;4.35;Comedy|Music|Parody;ONA
35706;Akichi Asobi: Playground;PLAYGROUND;6.22;No genres have been added yet.;ONA
35707;Anime Mitai na;;5.08;Music;Music
35708;Afureko! AR;;4.71;No genres have been added yet.;ONA
35709;Arara;Oh Dear;5.51;Supernatural;Special
35710;Baby Gamba;Baby Gamba;4.73;Comedy|Kids;TV
35712;Boku no Kanojo ga Majimesugiru Sho-bitch na Ken;My Girlfriend is Shobitch;6.45;Harem|Comedy|Romance|Ecchi|School;TV
35714;Yami Shibai 5;Yamishibai: Japanese Ghost Stories 5;6.25;Dementia|Horror|Supernatural;TV
35716;Inferno Cop 2nd Season;;N/A;Action|Police;ONA
35720;ACCA: 13-ku Kansatsu-ka Specials;;6.83;Slice of Life|Seinen;Special
35721;Atashi Tenshi Anata Akuma;;2.43;No genres have been added yet.;OVA
35722;Aesop Douwa;;4.82;No genres have been added yet.;OVA
35723;Asuka: Nihon no Rekishi;;5.90;No genres have been added yet.;OVA
35726;Swamp Stamp Anime Edition;;5.80;Hentai;OVA
35727;Mayoiga no Oneesan The Animation;;7.07;Hentai;OVA
35730;Musekinin Galaxy☆Tylor;The Irresponsible Galaxy☆Tylor;4.08;Military|Sci-Fi|Space|Comedy|Parody;TV
35732;Paper Moon;;N/A;Music|Dementia;Music
35734;"Zoojazoo ""Watashi no Onaka""";Zoojazoo “My Stomach”;4.34;Music;Music
35735;Bussouna Yoru;Troubled Night;N/A;Music;Music
35737;Pluto;Pluto;N/A;Action|Sci-Fi|Mystery|Psychological|Mecha|Seinen;Unknown
35739;Pikotarou no Lullaby Lullaby (TV);Pikotaro's Lullaby La La By (TV);5.60;Comedy;TV
35740;Doraemon Movie 38: Nobita no Takarajima;Doraemon the Movie 2018: Nobita's Treasure Island;7.21;Adventure|Fantasy|Kids;Movie
35745;40-shuunen da yo!! Coro Coro All-Star Shougakkou;;6.87;Comedy|School;ONA
35746;6 Lovers;;N/A;Comedy|Drama|Romance|School|Shounen Ai|Slice of Life|Supernatural|Yaoi;OVA
35747;Nyago Dance;The Cat Purr Dance;3.72;Kids;Movie
35749;Goichi Jiisan;Old Man Goichi;4.79;Fantasy;Movie
35752;Otsukimi Recital;;7.29;Music|Psychological;Music
35756;Comic Girls;;7.56;Comedy|Slice of Life;TV
35757;Gin no Guardian 2nd Season;The Silver Guardian 2;6.85;Adventure|Fantasy;TV
35759;Sidonia no Kishi 3;Knights of Sidonia;N/A;Action|Sci-Fi|Space|Mecha|Seinen;Unknown
35760;Shingeki no Kyojin Season 3;Attack on Titan Season 3;8.53;Action|Drama|Fantasy|Military|Mystery|Shounen|Super Power;TV
35770;Hungry Days: Aoharu ka yo.;;5.85;Slice of Life|Magic|Romance;Special
35773;Noraneko;;6.11;Comedy;ONA
35774;Starmyu 2nd Season Special;;7.16;Music;Special
35776;Kingdom Hearts χ Back Cover;;7.15;Action|Fantasy|Magic|Mystery;OVA
35777;Rilakkuma to Kaoru-san;;N/A;Kids;ONA
35778;Ookami Heart;;6.42;Music;Music
35780;Inyouchuu Shoku: Harami Ochiru Shoujo-tachi Anime Edition;;5.09;Hentai|Demons;OVA
35781;Boku dake no Hentai Kanojo The Animation;;6.31;Hentai;OVA
35782;Catch: Tsugi no Natsu ga Kuru You ni;;3.57;Music|Kids;Music
35783;Off Stage;Off Stage;3.54;Music;Music
35784;Aozora;;4.88;Music|Kids;Music
35785;Cell no Koi;;4.89;Music|Kids;Music
35786;Akisutozeneko;;3.25;Music;Music
35788;Shokugeki no Souma: San no Sara;Food Wars! The Third Plate;8.46;Ecchi|School|Shounen;TV
35789;Yowamushi Pedal: Glory Line;;7.64;Comedy|Drama|Shounen|Sports;TV
35790;Tate no Yuusha no Nariagari;The Rising of the Shield Hero;N/A;Action|Adventure|Comedy|Drama|Fantasy|Romance|Seinen;TV
35798;Detective Conan Movie 22: Zero The Enforcer;;7.82;Action|Mystery|Police|Drama;Movie
35799;Miniforce;Miniforce;N/A;Action|Adventure;TV
35800;Ginga;Ginga;5.89;Sci-Fi|Adventure|Music;Music
35805;Cinderella Girls Gekijou Specials;THE IDOLM@STER CINDERELLA GIRLS Theater;6.40;Slice of Life|Comedy;Special
35806;"Haikyuu!!: vs. ""Akaten""";;7.71;Sports|Shounen;OVA
35809;Otome Chic;;6.05;Music;Music
35814;Granblue Fantasy The Animation: Kabocha no Lantern;;6.68;Fantasy;Special
35815;Boku dake ga Inai Machi Recap;ERASED 1-6 Digest;7.21;Mystery|Psychological|Supernatural|Seinen;ONA
35817;Curry no Kuni no Coburoux;;6.20;Comedy;TV
35818;Love Kome: We Love Rice 2nd Season;Love Rice 2;4.83;Slice of Life;TV
35821;Chio-chan no Tsuugakuro;Chio's School Road;7.51;Comedy|Seinen;TV
35823;Demi-chan wa Kataritai: Demi-chan no Natsuyasumi;Interviews With Monster Girls: The Demi-chans' Summer Break;7.59;Comedy|Vampire|Fantasy|School|Seinen;ONA
35827;Otome*Domain The Animation;;7.08;Hentai;OVA
35828;Miira no Kaikata;How to Keep a Mummy;7.52;Comedy|Slice of Life|Supernatural;TV
35834;Angolmois: Genkou Kassenki;Angolmois: Record of Mongol Invasion;7.23;Action|Drama|Historical|Military|Samurai;TV
35835;RErideD: Tokigoe no Derrida;RErideD: Derrida, who leaps through time;5.89;Action|Sci-Fi|Drama;TV
35838;Shoujo Shuumatsu Ryokou;Girls' Last Tour;8.18;Adventure|Mystery|Sci-Fi|Slice of Life;TV
35839;Sora yori mo Tooi Basho;A Place Further Than The Universe;8.60;Adventure|Seinen;TV
35840;Hataraku Saibou CM;Cells at Work!;6.80;Sci-Fi;ONA
35842;FLCL Alternative;;6.91;Action|Comedy|Dementia|Mecha|Parody|Sci-Fi;Movie
35843;Gintama.: Porori-hen;Gintama.: Slip Arc;8.56;Action|Sci-Fi|Comedy|Historical|Parody|Samurai|Shounen;TV
35847;SSSS.Gridman;;7.16;Action|Mecha|Sci-Fi;TV
35848;Promare;;N/A;Action;Movie
35849;Darling in the FranXX;DARLING in the FRANXX;7.61;Action|Drama|Mecha|Romance|Sci-Fi;TV
35851;Sayonara no Asa ni Yakusoku no Hana wo Kazarou;Maquia: When the Promised Flower Blooms;8.57;Drama|Fantasy;Movie
35853;Zero Seiki Movie 1: Emeraldas;;N/A;Action|Sci-Fi|Adventure;Movie
35854;Zero Seiki Movie 2: Herlock;;N/A;Action|Sci-Fi|Adventure;Movie
35855;Zero Seiki Movie 3: Maetel;;N/A;Action|Sci-Fi|Adventure;Movie
35857;Lupin III: Part 5;;8.19;Action|Adventure|Comedy|Mystery|Seinen;TV
35858;Kura Sushi;;5.42;Slice of Life;ONA
35859;Black Jack: Futari no Kuroi Isha - Manner Movie;;6.08;Comedy|Parody;Movie
35860;Karakai Jouzu no Takagi-san;Teasing Master Takagi-san;7.91;Romance|Comedy|School|Slice of Life|Shounen;TV
35868;Grisaia: Phantom Trigger;;N/A;Action|School;TV
35880;Yowamushi Pedal: Re:Generation;;7.03;Comedy|Sports|Drama|Shounen;Movie
35883;Cinderella Girls Gekijou 2nd Season;;6.70;Slice of Life|Comedy;TV
35889;Hakata Tonkotsu Ramens;Hakata Tonkotsu Ramens;7.52;Action;TV
35890;Enoshimans;;5.17;Comedy;ONA
35891;Implicity;;6.09;Hentai;OVA
35901;Detective Conan: The Bomb Demon That Came From the Picture Book;;N/A;Action|Mystery|Comedy|Police|Shounen;Special
35905;Ryuuou no Oshigoto!;The Ryuo's Work is Never Done!;7.07;Slice of Life|Game|Comedy;TV
35909;Guruguru Petit Anime Gekijou;;6.31;Adventure|Comedy|Slice of Life|Super Power;ONA
35910;McDull: Fan Bao Qibing;McDull: Rise of the Rice Cooker;5.73;Action|Kids|Sci-Fi;Movie
35912;Qingwa Wangguo;Frog Kingdom;4.62;Adventure|Kids|Sports;Movie
35913;Qingwa Wangguo: Zhi Bingdong Da Maoxian;Arctic Adventure: On Frozen Pond;5.17;Adventure|Kids;Movie
35914;Catchy-kun no Nice Catch!;;4.93;Comedy;TV
35920;Hello Jadoo;Hello Jadoo;6.00;Slice of Life;TV
35921;Da Wei Bei Ken Zhi Daomei Tegong Xiong;Backkom Bear: Agent 008;5.52;Adventure|Comedy|Kids;Movie
35923;Ame-iro Cocoa Series: Ame-con!!;Ame-Con!!;4.84;Slice of Life|Comedy;TV
35926;Shishunki Sex;;N/A;Hentai;OVA
35928;Devils Line;;6.85;Action|Drama|Romance|Seinen|Supernatural|Vampire;TV
35931;Kime Koi!;;6.90;Hentai;OVA
35932;Yume ga Sameru made;Before You Wake Up;7.19;Drama;ONA
35933;Aoshima Megu;Aoshima Megu;5.23;Adventure;ONA
35935;Koto no Shidai;The State of Things;3.61;Music|Dementia;Music
35936;Imouto Bitch ni Shiboraretai;;7.17;Hentai;OVA
35946;Nanatsu no Taizai Movie: Tenkuu no Torawarebito;;7.78;Action|Adventure|Fantasy|Magic|Shounen|Supernatural;Movie
35949;Mobile Suit Gundam Thunderbolt: Bandit Flower;;7.35;Action|Military|Sci-Fi|Space|Drama|Mecha;Movie
35952;Devilman Memorial;;5.97;Action|Horror|Demons|Supernatural;OVA
35956;Lulin Da Maoxian zhi Tangguo Shijie;Jungle Master 2: Candy Planet;5.00;Adventure|Fantasy;Movie
35957;Yura Yura Suizokukan;;4.92;Comedy|Slice of Life;TV
35958;Tori vs. Buta: Buttobi Pizza Battle;;4.31;Music;ONA
35960;Kud Wafter;;N/A;Comedy|Romance|School;Movie
35962;Papan Ga Panda!;Papan Ga Panda!;7.67;Kids|Music;TV
35963;PJ Berri no Mogumogu Munyamunya Season 2;;5.20;Comedy;TV
